title,year,genres,cast,synopsis
Panic Room,2002.0,"['Crime', 'Drama', 'Thriller']",,"Récemment séparée de son mari, Meg Altman est angoissée à l'idée de devoir élever seule sa fille Sarah. Elle achète une immense et splendide maison dans un quartier huppé à l'Ouest de New York. Son ancien propriétaire, un milliardaire, y a fait construire une pièce de sûreté dans laquelle on peut se réfugier en cas de menace extérieure et rester enfermé de nombreux jours grâce aux provisions qu'elle contient. Un soir, trois cambrioleurs pénètrent dans la maison avec la ferme intention de dérober une somme de 14 millions de dollars cachée par l'ancien maître des lieux. Ce butin serait-il dissimulé dans la pièce de sûreté, là où se sont réfugiées Meg et Sarah ?"
The Tooth Fairy,2006.0,['Horror'],,"Une légende raconte qu'il ya longtemps de cela, une sorcière maléfique tuait des enfants dans sa sombre demeure. De nos jours, ladite demeure est habitée par d'innocentes personnes. Le cauchemar commence..."
Three Kings,1999.0,"['Action', 'Adventure', 'Comedy']",,"Quatre soldats, Archi, un béret vert, Troy Barlow, un jeune idéaliste, Elgin et Conrad Vig, déçus et frustrés par l'aboutissement de la Guerre du Golfe, cette guerre high-tech aux allures de jeu vidéo, décident de prendre une petite revanche. Ils concluent qu'ils méritent bien une petite compensation et montent hâtivement une expédition secrète en vue de récupérer une partie des lingots volés par Saddam Hussein au Koweit. Au cours de leur étrange périple dans le désert irakien, les quatre aventuriers découvrent pour la première fois le vrai visage de la guerre."
Child 44,2015.0,"['Crime', 'Thriller']",,"Hiver 1952, Moscou. Leo Demidov est un brillant agent de la police secrète soviétique, promis à un grand avenir au sein du Parti. Lorsque le corps d'un enfant est retrouvé sur une voie ferrée, il est chargé de classer l'affaire. Il s'agit d'un accident, Staline ayant décrété que le crime ne pouvait exister dans le parfait État communiste. Mais peu à peu, le doute s'installe dans l'esprit de Leo et il découvre que d'autres enfants ont été victimes « d'accidents » similaires. Tombé en disgrâce, soupçonné de trahison, Leo est contraint à l'exil avec sa femme, Raissa. Prenant tous les risques, Leo et Raissa vont se lancer dans la traque de ce tueur en série invisible, qui fera d'eux des ennemis du peuple..."
Rat Race,2001.0,"['Adventure', 'Comedy']",,"Donald Sinclair, le propriétaire du plus gros, du plus distingué et du plus excentrique casino de Las Vegas, a élaboré un nouveau concept de jeu pour ses partenaires avides d'argent. L'idée est simple : six équipes de deux personnes concourent pour une cagnotte de deux millions de dollars. De quoi faire rêver les douze participants ! Ces derniers sont prêts à tout pour mettre la main sur les fameux billets verts. L'argent en question se trouve dans un coffre-fort situé à l'autre bout du pays. La première équipe à se rendre sur les lieux remportera le gros lot. Ce que les candidats ne savent pas toutefois, c'est que Donald et ses riches associés parient sur leurs moindres faits et gestes. Une course, c'est bien beau, mais ça manque de piquant. Alors Donald va leur en mettre plein la vue."
K-PAX,2001.0,"['Drama', 'Science Fiction']",,"Un jour, un homme surgit de nulle part dans la gare centrale de New York. L'air avenant, les yeux dissimulés derrière d'épaisses lunettes noires, cet inconnu prétend être originaire d'une planète lointaine : K-Pax. Sourire aux lèvres, il se laisse embarquer sans résistance par la police, qui le conduit à la clinique psychiatrique de Manhattan. Le docteur Mark Powell, directeur de l'établissement, est un habitué des cas de dédoublement de personnalité. Mais le patient Prot l'intrigue et il veut en savoir davantage sur cet homme aux affirmations loufoques. Ce dernier s'accroche obstinément à son délire et brosse à qui veut l'entendre un tableau idyllique de K-Pax, ses mœurs pacifiques et son haut niveau culturel. Au fur et à mesure de ses entretiens, le docteur Powell en vient à se demander s'il n'y aurait pas un fond de vérité dans ses histoires d'extraterrestres."
Kate & Leopold,2001.0,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",,"Kate McKay est une femme d'affaires dynamique, elle possède tous les atouts pour réussir sa vie professionnelle, c'est une vraie business-woman du XXIe siècle. Leopold, troisième duc d'Albany, est un parfait gentleman, un séduisant célibataire... de la fin du XIXe siècle. La vie les a rendus cyniques : ils ne croient plus au grand amour. Mais quand une faille dans le cours du temps précipite Leopold dans le New York d'aujourd'hui, tout est prêt pour qu'ils s'aiment."
Bedazzled,2000.0,"['Fantasy', 'Comedy', 'Romance']",,"Elliot Richards, conseiller technique plein de bonnes intentions mais célibataire de longue date, souhaite conquérir le cœur de sa très jolie collègue de travail Alison Gardner qui, manque de chance, le remarque à peine. Il ne sait pas comment s'y prendre avec les filles : il est beaucoup trop timide et n'a pas confiance en lui. Elliot sait que tout se joue sur la première impression. Il va même jusqu'à acheter un livre pour découvrir les secrets du succès. Un soir, alors qu'il est dans un bar avec des amis, il tente le tout pour le tout : il aborde Alison et manque son coup de façon pitoyable. Si seulement il pouvait avoir une seconde chance..."
The Cotton Club,1984.0,"['Music', 'Drama', 'Crime', 'Romance']",,"La prohibition a engendré une vague de violence qui déferle sur l'Amérique. À New York, au célèbre cabaret ""Cotton Club"", la pègre, les politiciens et les stars du moment goûtent les plaisirs interdits. Un danseur noir et un trompettiste blanc sont emportés dans une tourmente où l'amour et l'ambition se jouent au rythme des claquettes, du jazz... et des mitraillettes."
3:10 to Yuma,2007.0,['Western'],,"Revenu blessé de la guerre de Sécession, Dan Evans a établi sa famille dans un ranch. La sécheresse a ravagé ses terres, décimé son troupeau et miné la considération que lui portent sa femme et ses enfants, en particulier son aîné Will, âgé de 14 ans. A la suite d'une attaque de diligence, le célèbre bandit Ben Wade passe par la ville de Bisbee où il est arrêté avec le concours fortuit de Evans. Recherché pour ses hold-up et ses meurtres répétés, Wade doit être convoyé vers Contention, à trois jours de cheval, pour embarquer sur un train à destination de Yuma, où se trouve le tribunal fédéral. Contre une prime qui peut sauver son ranch, Dan Evans s'engage dans l'escorte qui doit accompagner le dangereux criminel. Il est bientôt rejoint par son fils Will, fasciné par l'aura du tueur."
Taken 3,2014.0,"['Thriller', 'Action']",,"L’ex-agent spécial Bryan Mills voit son retour à une vie tranquille bouleversé lorsqu’il est accusé à tort du meurtre de son ex-femme, chez lui, à Los Angeles. En fuite et traqué par l’inspecteur Dotzler, Mills va devoir employer ses compétences particulières une dernière fois pour trouver le véritable coupable, prouver son innocence et protéger la seule personne qui compte désormais pour lui – sa fille."
Out of Sight,1998.0,"['Romance', 'Comedy', 'Crime']",,"Gentleman cambrioleur, Jack Foley moisit derrière les barreaux du pénitencier d'État de Glades en Louisiane. Cet homme qui a plus de cent casses sans armes à son actif ne rêve que de liberté et réussit à se faire la belle. Son copain Byddy Bragg l'attend de l'autre côté. Mais il y a également une visiteuse inattendue, le marshal Karen Sisco, une fort jolie femme venue délivrer une assignation. Elle tente de s'interposer et se retrouve prise en otage, enfermée dans un coffre de voiture en compagnie de Jack. Serré contre elle, Jack rêve d'une autre rencontre."
The Cable Guy,1996.0,"['Comedy', 'Drama', 'Thriller']",,"Lorsque Steven Kovacs, jeune architecte, emménage dans son nouvel appartement, il propose à l’installateur les fameux cinquante dollars en échange des programmes dont il a envie. Mais celui‐ci refuse d’être payé. Tout ce qu’il veut, c’est un ami. Et selon lui, Steven est le parfait candidat."
Earth,1998.0,['Drama'],,"Lahore, 1947. Après avoir colonisé l'Inde pendant trois siècles, les Britanniques s'apprêtent à lui rendre son indépendance en la divisant : d'une part le Pakistan musulman, de l'autre l'Inde à majorité hindoue.  Lenny est la fille unique et choyée d'une famille parsie aisée de Lahore. Handicapée à la jambe à suite d'une polio, celle que tout le monde appelle « Lenny baby » malgré ses huit ans, participe peu aux jeux des autres enfants et suit sa nourrice Shanta dans ses promenades. C'est ainsi qu'elle l'accompagne tous les jours au parc où la jeune fille retrouve un groupe d'admirateurs que la grâce et la beauté de la jeune hindoue fascinent. Hindous, musulmans ou sikhs, les jeunes gens rivalisent d'imagination et d'humour pour attirer son attention tout en restant bons amis. Deux d'entre eux, musulmans, sortent du lot : Dil Navaz, appelé « Ice Candy Man », un vendeur de sucrerie, filou, charmeur et poète à ses heures)."
Dick Tracy,1990.0,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",,"La célèbre bande dessinée qui a tenu en haleine des générations d'Américains depuis 1931 portée à l'écran avec des bons vraiment bons, dont le séduisant et incorruptible policier Dick Tracy, et des méchants vraiment méchants."
The Thomas Crown Affair,1999.0,"['Drama', 'Crime', 'Romance']",,"Financier réputé, mécène généreux et collectionneur d'art, Thomas Crown a le goût du risque, du jeu et de l'aventure. Sûr de lui, il reste pourtant un solitaire invétéré qui n'a jamais entretenu que de brèves liaisons. Depuis quelques semaines, il sacrifie ses déjeuners pour visiter le plus grand musée de New York et y admirer a loisir une toile de Van Gogh. Le conservateur lui fait remarquer un Monet d'une valeur inestimable qui laisse le financier indifférent. Un jour, un commando de quatre hommes investit le musée. Crown en profite pour dissimuler le Monet dans son cartable."
Riding in Cars with Boys,2001.0,"['Comedy', 'Drama', 'Romance']",,"En 1965, Beverly Donofrio, une adolescente de quinze ans sûre d'elle-même, rêve de devenir romancière. Ses professeurs et sa meilleure amie, Fay, savent qu'elle en a les capacités, mais une virée avec Ray va en décider autrement... Enceinte, la jeune fille est contrainte d'épouser ce pauvre garçon. Avec cette union, ses espoirs s'effondrent et son père Leonard la rejette. Alors que le bébé grandit et qu'elle met de l'argent de côté pour reprendre ses études, Beverly découvre que Ray se drogue et a englouti les économies du ménage. Entre lassitude et désespoir, elle ne sait plus vers qui se tourner..."
First Blood,1982.0,"['Action', 'Adventure', 'Thriller', 'War']",,"Après la guerre du Viêt Nam à l'issue humiliante pour les États Unis, les vétérans envoyés au combat et salués en héros par l'Amérique de Kennedy sûrs de leur bon droit, pour retrouver une Amérique hippie et moralisatrice sous Johnson et les traités d'assassins, sont laissés pour compte, devenus des indésirables qu'il faut cacher, enfermer. John Rambo est l'un d'eux, médaillé par le Congrès, dernier survivant d'un commando des Bérets Verts. Il est arrêté à Hope, une petite ville par le shérif Will Teasle pour vagabondage parce qu'il voulait trouver un restaurant pour s'alimenter. Jeté en cellule, maltraité, battu par les hommes du shérif, il se défend en appliquant ce qui lui a permis de survivre à la guerre, mets ces hommes à terre et s'évade du commissariat. La chasse à l’homme contre Rambo commence..."
Solaris,1972.0,"['Drama', 'Science Fiction', 'Adventure', 'Mystery']",,"Solaris est une planète mystérieuse qu’étudie une station orbitale. D’étranges phénomènes s’y sont produits. Un physicien s’est donné la mort, et deux autres sont devenus fous. Kris Kelvin, un scientifique spécialisé en psychologie, y est envoyé en mission. À peine arrivé, il croit sentir une forme de vie non humaine à bord de la station. Une femme lui apparaît, qui devient sa maîtresse. Elle n’est que le double de sa propre femme, qui s’est suicidée quelques années plus tôt, par sa faute. Elle disparaît ou surgit au gré de ses désirs. Il comprend que la planète Solaris fonctionne comme une mémoire affective, qui matérialise les pulsions de ceux qui l’approchent…"
Happily N'Ever After,2006.0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",,"C'est la pagaille au Pays des Contes de Fées... En embrassant la Belle au Bois Dormant, le Prince est tombé dans un profond sommeil, le Petit Chaperon Rouge est portée disparue et plus aucune jeune fille ne souhaite embrasser de crapaud. Profitant de l'absence du magicien chargé de maintenir l'équilibre entre le Bien et le Mal, l'ignoble belle-mère de Cendrillon a pris le pouvoir. Son but : effacer à tout jamais la célèbre conclusion ""ils vécurent heureux et eurent beaucoup d'enfants"". Secondée par le beau Rick, son ami de toujours, et un Prince Charmant de seconde catégorie, Cendrillon va devoir une fois de plus se mettre en travers du chemin de sa marâtre. Et l'affrontement sera impitoyable..."
Mary Reilly,1996.0,"['Drama', 'Horror', 'Thriller', 'Romance']",,"La jeune Mary Reilly, rescapée d'une enfance terrible, est aujourd'hui servante dans une respectable demeure victorienne. Le maitre de maison, le docteur Jekyll, est impressionné par les qualités humaines de la jeune femme. Touché par sa loyauté, il lui accorde peu à peu sa confiance. Le comportement parfois un peu étrange du docteur n'échappe pas à Mary. L'arrivée d'un mystérieux assistant, M. Hyde, ne fait que perturber la relation privilegiée entre Mary et son maître."
My Best Friend's Wedding,1997.0,"['Comedy', 'Romance']",,"Julianne et Michael se sont connus étudiants et ont vécu une liaison amoureuse aussi brève que passionnée. Devant les hésitations de Julianne, ils ont décidé de rompre mais de rester amis. Ils conclurent alors un étrange pacte : si à vingt-huit ans aucun des deux ne trouve l'âme soeur, alors ils s'épousent. Mais voilà que quelques mois avant l'échéance, Michael se fiancie avec Kimberly. Julianne aimerait bien tenter d'empêcher le mariage, si elle ne trouvait pas Kimberly si adorable..."
America's Sweethearts,2001.0,"['Comedy', 'Romance']",,"Kiki est l'assistante dévouée de la belle et égocentrique star de cinéma Gwen Harrison, qui n'est autre que sa soeur. Ce qui est le plus dur, ce n'est pas de supporter les mille et un caprices de madame la grande actrice, c'est d'être secrètement amoureuse de son futur ex-mari, l'irrésistible Eddie, lui aussi acteur. Kiki accepte d'aider l'attaché de presse Lee Phillips dans une mission impossible : réunir lors d'une conférence de presse le célébrissime couple, qui s'est violemment séparé, afin que tous deux présentent aux journalistes leur dernier film. Pour Lee et Kiki, l'épreuve est périlleuse, d'autant plus que le réalisateur fait des siennes, que le patron du studio est hystérique et que Hector, le nouveau compagnon de Gwen, veille jalousement sur elle."
Insomnia,2002.0,"['Crime', 'Mystery', 'Thriller']",,"Will Dormer, un policier expérimenté et désabusé, est envoyé en Alaska pour enquêter sur le meurtre sordide d'une adolescente. Lui et ses hommes montent une embuscade et repèrent le tueur, mais celui-ci parvient à s'enfuir. Will le prend en chasse mais le perd de vue dans l'opaque brouillard. Il voit une ombre qui pointe une arme à feu et tire. Lorsqu'il s'approche du corps, il découvre qu'il vient de tuer Hap, son partenaire. Instinctivement, il prend le pistolet qu'a auparavant laissé tomber le tueur dans sa fuite et le place près de Hap pour dissimuler sa culpabilité. Walter Finch, le meurtrier, a vu faire Will. Il le menace de le dénoncer s'il ne ferme pas rapidement le dossier en accusant l'ancien petit ami de la victime d'être responsable des deux meurtres. Will ne peut laisser Walter s'en tirer aussi facilement. Cependant, l'absence de sommeil l'empêche d'avoir les idées claires."
Star Trek: First Contact,1996.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",,"XXIVe siècle. Alors que l'Enterprise patrouille au fond de la galaxie, le capitaine Picard et ses hommes reçoivent un message de détresse : les terribles Borg, mi-hommes mi-machines, sont en train d'attaquer la Terre afin de changer l'histoire de l'Univers. Pour les contrer, une seule solution : les suivre et remonter le temps avec eux, trois siècles en arrière, à l'heure du premier contact avec les Vulcains..."
Jonah Hex,2010.0,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",,L'armée américaine propose au chasseur de primes Jonah Hex de le libérer s'il parvient à arrêter un terroriste prêt à déchaîner les enfers sur la planète...
Courage Under Fire,1996.0,"['Drama', 'Thriller', 'Mystery', 'War']",,"Pendant la guerre du Golfe, abusé par un pilote novice, le lieutenant-colonel Nathaniel Serling a donné prématurement l'ordre de neutraliser ce qu'il croyait un char ennemi et qui coûta la vie à plusieurs soldats. En attendant d'être fixé sur son sort, il a pour mission d'enquêter sur le capitaine Karen Walden, qui fut abattue en plein desert, alors qu'elle tentait de sauver un petit groupe de soldats, et a qui Washington veut décerner une médaille d'honneur posthume. L'enquête de Serling va s'avérer compliquée et contradictoire."
Liar Liar,1997.0,['Comedy'],,"Un jeune ténor du barreau gagne toutes les causes qu'il défend en mentant comme un arracheur de dents et en usant d'une mauvaise foi abyssale. Mais il est allé jusqu'à décevoir son propre fils qui, écœuré, conçoit le souhait qu'il soit incapable de mentir pendant vingt-quatre heures. Ce qui va entraîner catastrophe sur catastrophe mais finalement lui remettre les pieds sur terre."
The Infiltrator,2016.0,"['Crime', 'Drama', 'Thriller']",,"L’agent fédéral Bob Mazur a pour mission d’infiltrer le cartel de drogue de Pablo Escobar. Son but : faire tomber 85 barons et une banque internationale. Son plan : s’inventer un passé, une identité, une fiancée. Son risque : le moindre faux pas lui serait fatal."
Inchon,1981.0,"['Drama', 'History', 'War']",,"Gen. Douglas MacArthur leads a Korean War campaign, and the war tests a married couple's relationship."
The Flintstones,1994.0,"['Fantasy', 'Comedy', 'Family']",,"Dans un petit village préhistorique, les familles Pierrafeu et Rubble sont les meilleures amies du monde. Après avoir gagné un concours grâce aux Rubble, Fred Pierrafeu est promu bras droit de son patron et est contraint de prendre des décisions à l'encontre de ses amis. Fred ignore qu'il est alors victime des plans machiavéliques de son patron..."
Taken 2,2012.0,"['Action', 'Crime', 'Thriller']",,"L'agent de la CIA Bryan Mills a beau avoir sauvé sa fille Kim des mains de kidnappeurs Albanais, ses problèmes ne sont pas terminés, puisque le père d'un des kidnappeurs décide de se venger en prenant Bryan et sa femme en otages alors que la famille est en vacances. C'est au tour de Kim de sauver ses parents, en employant les techniques particulières de son père."
Scary Movie 3,2003.0,['Comedy'],,"Pour Cindy, jeune et jolie reporter, le compte à rebours a déjà commencé. Parce qu'elle a visionné la cassette au pouvoir démoniaque, elle sait qu'il ne lui reste plus que sept jours à vivre. Si elle ne veut pas finir comme sa copine Brenda, elle doit absolument découvrir le secret de cette effroyable prophétie. Mais l'énigme est loin d'être simple et Cindy doit faire face à d'autres mystérieux phénomènes. Pourquoi les extraterrestres ont-ils laissé un étrange message géant dans le champ de Tom ?  Pourquoi le Président des États-Unis est-il en train de virer barge ?  Face aux épreuves, face aux stupéfiantes découvertes qui l'attendent, Cindy va devoir faire preuve de courage et résister au délire ambiant."
Miss Congeniality,2000.0,"['Comedy', 'Crime', 'Action']",,"L’agent Gracie Hart travaille dans un commando d’élite du FBI. Véritable garçon manqué, elle ne possède pas une seule robe, ne sait pas se maquiller, ne tient pas plus de cinq secondes sur des talons aiguilles, aime se bagarrer et boire un verre avec ses « potes ». Mignonne comme elle est, elle pourrait participer à des concours de beauté, si seulement elle avait une once de féminité. Et c’est justement ce que le Bureau recherche en ce moment : un agent pour infiltrer le concours de Miss USA. Un terroriste, dénommé « Le Citoyen », menace en effet de faire exploser une bombe le jour du palmarès, et le FBI se doit de le neutraliser au plus tôt. La seule personne pouvant accomplir une telle mission n’est autre que Gracie. De toute urgence, Victor Melling, relooker, est engagé par la police fédérale pour transformer la belle en Miss New Jersey. Un défi à toute épreuve, puisque Gracie refuse de se comporter comme un mannequin, de surveiller son alimentation et sa tenue vestimentaire."
Journey to the Center of the Earth,2008.0,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",,"Personne ne croit plus le professeur Trevor Anderson lorsqu'il affirme être sur le point de faire une extraordinaire découverte. Ses hypothèses révolutionnaires l'ont mis au ban de la communauté scientifique. Pourtant, au cours d'une expédition en Islande, Trevor et son neveu, le jeune Sean, sous la conduite de leur guide islandaise Hannah, vont se retrouver plongés dans l'inconnu. Dans leur périple vers les profondeurs de la Terre, ils rencontreront des mondes inexplorés, des merveilles extraordinaires, des dangers mortels et des créatures fabuleuses... Une seule chose est certaine : à 6 km sous la surface, tout peut arriver."
The Princess Diaries 2: Royal Engagement,2004.0,"['Comedy', 'Drama', 'Family', 'Romance']",,"Mia est enfin prête à assumer son rôle de princesse de Genovie. Mais alors qu'elle commence à peine à prendre ses marques au palais royal avec sa belle et sage grand-mère Clarisse, elle apprend que ses jours en princesse sont comptés… Mia doit perdre sa tiare en échange de la couronne royale. Et comme si les choses n'étaient pas assez compliquées avec ces nouvelles règles, la loi impose aux princesses d'être mariées avant d'être couronnées, sous peine de perdre leur trône… Entre prétendants maladroits et beaux gosses insupportables, la quête du parfait mari ne sera pas de tout repos…"
The Pelican Brief,1993.0,"['Drama', 'Mystery', 'Thriller', 'Crime']",,"Deux juges de la Cour suprême des États-Unis sont assassinés. Thomas Callahan, professeur de droit à La Nouvelle-Orléans, et son étudiante Darby Shaw, qui est également sa maîtresse, s’intéressent à l’affaire et réunissent toutes les pièces et leurs théories dans un dossier. Thomas Callahan les transmet à l’un de ses amis du FBI. Le dossier, sous le nom d’Affaire Pélican, remonte alors dans les différentes instances fédérales, jusqu’au bureau du président des États-Unis. Puis Thomas est assassiné et la vie de Darby Shaw est clairement menacée. Elle contacte alors un journaliste du Washington Herald, Gray Grantham, qui enquête également sur le meurtre des magistrats afin de révéler l’affaire."
The Client,1994.0,"['Drama', 'Thriller', 'Crime', 'Mystery']",,"Mark Sway, jeune garçon de 11 ans, est témoin du suicide d'un procureur mafieux qui lui révèle avant certains détails gênants pour ses anciens patrons. Pour sauver sa vie, Mark feint l'ignorance mais l'ambitieux procureur Foltrigg le presse. Mark engage alors l'avocate Reggie Love pour le protéger à la fois de la mafia et de la justice..."
The Bucket List,2007.0,"['Drama', 'Comedy']",,"À l'époque où il enseignait la philosophie, Carter Chambers invitait chaque année ses étudiants à dresser ce qu'il appelait une "" bucket list "" - la liste de tout ce que ces jeunes rêvaient de faire, de voir ou de tenter avant de "" passer l'arme à gauche "". Oubliant d'appliquer ce sage principe à lui-même, Carter laissa passer le temps. Se sentant piégé par une multitude de contraintes et d'obligations familiales, il dut se contenter pendant quatre décennies d'un obscur emploi de mécanicien. Aujourd'hui, sa "" bucket list "" n'est plus qu'un dérisoire exercice mental, une recension d'occasions manquées et de regrets voilés. Pendant ce temps, le multimillionnaire Edward Cole bâtissait un empire et consacrait toute son énergie à amasser encore plus d'argent, sans même s'accorder le temps de savourer ses acquis."
Patriot Games,1992.0,"['Drama', 'Action', 'Thriller', 'Crime']",,"Jack Ryan, un ancien agent de la CIA, donne désormais des conférences. À Londres, il est témoin d'une tentative d'assassinat de Lord Holmes, le cousin de la Reine d'Angleterre, par des terroristes irlandais. Jack Ryan tue Paddy Boy, le frère de Sean Miller, permet l'arrestation de ce dernier et sauve Holmes. Kevin O'Donnell, le chef du commando, réussit l'évasion de Sean. Réfugiés dans un camp d'entraînement en Lybie, Kevin et sa complice Annette organisent activement un nouvel attentat, tandis que Sean est décidé à venger la mort de son frère."
Monster-in-Law,2005.0,"['Romance', 'Comedy']",,"Après des années de galère, Charlotte a enfin déniché l'homme idéal... à un détail près. Si Kevin est parfait, sa mère, elle, est totalement branque ! Bien décidée à pourrir l'idylle de son fiston, elle va tout tenter, avec une imagination aussi vicieuse que dangereuse..."
Prisoners,2013.0,"['Drama', 'Thriller', 'Crime']",,"Dans la banlieue de Boston, deux fillettes de 6 ans, Anna et Joy, ont disparu. Le détective Loki privilégie la thèse du kidnapping suite au témoignage de Keller, le père d’Anna. Le suspect numéro 1 est rapidement arrêté mais est relâché quelques jours plus tard faute de preuve, entrainant la fureur de Keller. Aveuglé par sa douleur, le père dévasté se lance alors dans une course contre la montre pour retrouver les enfants disparus. De son côté, Loki essaie de trouver des indices pour arrêter le coupable avant que Keller ne commette l’irréparable… Les jours passent et les chances de retrouver les fillettes s’amenuisent…"
Training Day,2001.0,"['Action', 'Crime', 'Drama', 'Thriller']",,"Jake Hoyt est une nouvelle recrue de la police de Los Angeles. Décidé à devenir inspecteur, il sollicite une mise à l'essai de 24 heures auprès du sergent chef Alonzo Harris, un vétéran de la lutte antidrogue qui opère depuis douze ans dans les quartiers les plus chauds de la ville. D'emblée, Harris fait monter la pression, considérant Jake comme un gamin, raillant sa candeur et son inexpérience. Commencent alors une longue et périlleuse tournée à travers les bas-quartiers, les premiers contacts rudes avec les dealers et les informateurs, la découverte d'un monde trouble où Harris se meut en grand seigneur. Peu à peu, Jake apprend à connaître le policier : son cynisme et son jusqu'au-boutisme fanatique, qui les entraîneront dans des situations de plus en plus dangereuses."
Galaxy Quest,1999.0,"['Comedy', 'Family', 'Science Fiction']",,"Pendant quatre ans, les courageux membres d’équipage du vaisseau « Protector NSEA », l’imperturbable commandant Peter Quincy Taggart, la blonde et pigeonnante Tawny Madison et le reptilien Dr. Lazardus, ont sillonné l’espace et accompli avec vaillance les missions les plus improbables, jusqu’au jour où leur série a été déprogrammée de la télévision ! Vingt ans plus tard, un petit groupe d’extra‐terrestres suit avec passion les rediffusions de « Galaxy Quest » qu’ils prennent pour un documentaire. Ils téléportent l’équipe d’acteurs « has‐been », convaincus que seuls ces héros peuvent sauver la Nébuleuse Klatu menacée d’anéantissement par une race ennemie. Sans script, ni réalisateur, ni scénario, les acteurs doivent jouer le rôle le plus performant de leur vie pour aider leurs nouveaux compagnons. Une aventure hilarante d’« anti‐héros » à déguster à tout âge !"
Scary Movie 2,2001.0,['Comedy'],,"Une année s'est écoulée depuis les meurtres désopilants qui se sont produits dans la paisible ville de Cindy Campbell. Et le tueur court toujours. Un jour, un professeur fou oblige Cindy et sa bande de copains déjantés à aller visiter une maison hantée pour une expérience scientifique. Ces derniers sont séduits par la perspective d'un week-end plein de frissons loin de l'université. Mais une fois qu'ils ont pénétré dans le manoir de l'enfer, les joyeux drilles découvrent qu'il existe des choses bien plus troublantes que ce qu'ils ont pu voir dans les vieux films d'horreur. Survivront-ils à la peur de leur vie ?"
The Muppets,2011.0,"['Comedy', 'Family', 'Music']",,"Tex Richman est un homme d'affaire qui compte acheter le théâtre des Muppets. Gary, Marie et Walter la marionnette se mettent alors à la recherche des anciens du théâtre, séparés depuis plusieurs années, afin de tenter de sauver cet endroit qui leur est très cher. Ils arrivent à retrouver Kermit la grenouille qui part à son tour dans le but de réunir ses anciens compagnons de scène."
Blade,1998.0,"['Horror', 'Action']",,"Mi-homme mi-vampire, possédant toutes les qualités des goules et aucune de leur faiblesse, capable de vivre en plein jour, Blade traque sans pitié les suceurs de sang. Aidé de Whistler, son mentor et armurier, il est le cauchemar de la Nation Secrète des Vampires, dont les membres infiltrent toutes les couches de la société. L'un d'eux, Deacon Frost, avide de pouvoir, souhaite asservir le monde et la race humaine en invoquant le Dieu du sang. Un seul homme peut se mettre en travers de son chemin : Blade..."
Coach Carter,2005.0,['Drama'],,"L'histoire vraie de Ken Carter, l'entraîneur de basket d'une équipe de lycée, qui devint célèbre en 1999 après avoir renvoyé ses joueurs à leurs chères études, déclarant forfait deux matchs de suite alors que l'équipe était invaincue, parce que ces derniers n'avaient pas obtenu des résultats scolaires suffisants."
Changing Lanes,2002.0,"['Action', 'Adventure', 'Crime', 'Thriller']",,"Ce matin, Gavin Banek et Doyle Gipson n'ont pas une minute à perdre. Le premier, un jeune avocat, se rend au tribunal pour une affaire de la plus haute importance. Le second, un agent d'assurances en instance de divorce, est appelé à défendre ses droits. Une queue de poisson malvenue à New York entraîne une collision sans gravité apparente. Mais Banek commet une faute irréparable : pressé par le temps, il refuse de signer un constat, glisse un chèque en blanc à Gipson et l'abandonne à son sort... après lui avoir laissé par mégarde une pièce essentielle de son dossier. Humilié, furieux, Gipson décide de prendre sa revanche sur celui qui l'a mis en retard au tribunal. Une mécanique sournoise se met aussitôt en mouvement, dévoilant les failles secrètes des deux adversaires, les poussant en quelques heures dans leurs derniers retranchements et les menant aux pires violences."
Anaconda,1997.0,"['Adventure', 'Horror', 'Thriller']",,"Afin de réaliser un documentaire sur une peuplade inconnue d'Amazonie, l'anthropologue Cale et son équipe s'enfoncent dans la jungle. Ils portent secours à Paul Sarone, chasseur de serpent dont l'embarcation est en panne. Il profite de la faiblesse de Cale pour prendre le commandement de l'équipe et s'enfoncer plus avant dans la forêt, à la poursuite du plus grand des reptiles, l'anaconda, qui broie ses victimes avant de les gober tout entières."
Coyote Ugly,2000.0,['Comedy'],,"Délaissant sa famille pour partir à New York réaliser son rêve de devenir une chanteuse célèbre, Violet passe d’abord d’échecs en désillusions dans cette ville insensible à sa beauté et sa sincérité. Grâce à un coup du sort, elle décroche un job de barmaid dans un bar aussi original que réputé et torride : le Coyote Girls Café…"
